index	prediction
0	NONSATD
1	IMPLEMENTATION
2	DESIGN
3	IMPLEMENTATION
4	IMPLEMENTATION
5	DEFECT
6	DEFECT
7	IMPLEMENTATION
8	NONSATD
9	DESIGN
10	NONSATD
11	DESIGN
12	IMPLEMENTATION
13	IMPLEMENTATION
14	DESIGN
15	NONSATD
16	NONSATD
17	DESIGN
18	NONSATD
19	DESIGN
20	NONSATD
21	DESIGN
22	NONSATD
23	NONSATD
24	NONSATD
25	NONSATD
26	NONSATD
27	NONSATD
28	NONSATD
29	NONSATD
30	NONSATD
31	NONSATD
32	NONSATD
33	NONSATD
34	NONSATD
35	NONSATD
36	NONSATD
37	NONSATD
38	IMPLEMENTATION
39	NONSATD
40	NONSATD
41	IMPLEMENTATION
42	NONSATD
43	NONSATD
44	NONSATD
45	NONSATD
46	NONSATD
47	NONSATD
48	NONSATD
49	NONSATD
50	DEFECT
51	DESIGN
52	NONSATD
53	NONSATD
54	DESIGN
55	DEFECT
56	NONSATD
57	NONSATD
58	DESIGN
59	IMPLEMENTATION
60	IMPLEMENTATION
61	IMPLEMENTATION
62	NONSATD
63	NONSATD
64	DEFECT
65	NONSATD
66	NONSATD
67	DESIGN
68	NONSATD
69	DESIGN
70	NONSATD
71	NONSATD
72	NONSATD
73	DESIGN
74	NONSATD
75	NONSATD
76	IMPLEMENTATION
77	IMPLEMENTATION
78	IMPLEMENTATION
79	IMPLEMENTATION
80	IMPLEMENTATION
81	IMPLEMENTATION
82	IMPLEMENTATION
83	DESIGN
84	NONSATD
85	DESIGN
86	DEFECT
87	DEFECT
88	NONSATD
89	DEFECT
90	DESIGN
91	NONSATD
92	DESIGN
93	NONSATD
94	DESIGN
95	IMPLEMENTATION
96	NONSATD
97	DESIGN
98	TEST
99	NONSATD
100	DESIGN
101	NONSATD
102	NONSATD
103	NONSATD
104	NONSATD
105	NONSATD
106	NONSATD
107	NONSATD
108	NONSATD
109	NONSATD
110	DESIGN
111	IMPLEMENTATION
112	NONSATD
113	NONSATD
114	DESIGN
115	IMPLEMENTATION
116	DEFECT
117	IMPLEMENTATION
118	NONSATD
119	NONSATD
120	NONSATD
121	DESIGN
122	DESIGN
123	DESIGN
124	NONSATD
125	IMPLEMENTATION
126	NONSATD
127	NONSATD
128	NONSATD
129	NONSATD
130	NONSATD
131	IMPLEMENTATION
132	NONSATD
133	NONSATD
134	NONSATD
135	NONSATD
136	IMPLEMENTATION
137	IMPLEMENTATION
138	IMPLEMENTATION
139	NONSATD
140	NONSATD
141	IMPLEMENTATION
142	IMPLEMENTATION
143	IMPLEMENTATION
144	NONSATD
145	DESIGN
146	IMPLEMENTATION
147	IMPLEMENTATION
148	NONSATD
149	NONSATD
150	NONSATD
151	DESIGN
152	NONSATD
153	NONSATD
154	NONSATD
155	NONSATD
156	NONSATD
157	DESIGN
158	IMPLEMENTATION
159	IMPLEMENTATION
160	IMPLEMENTATION
161	NONSATD
162	DEFECT
163	IMPLEMENTATION
164	DESIGN
165	NONSATD
166	NONSATD
167	DEFECT
168	DESIGN
169	TEST
170	IMPLEMENTATION
171	NONSATD
172	IMPLEMENTATION
173	DESIGN
174	DESIGN
175	NONSATD
176	DEFECT
177	NONSATD
178	NONSATD
179	IMPLEMENTATION
180	NONSATD
181	IMPLEMENTATION
182	IMPLEMENTATION
183	IMPLEMENTATION
184	DESIGN
185	IMPLEMENTATION
186	NONSATD
187	NONSATD
188	NONSATD
189	NONSATD
190	NONSATD
191	NONSATD
192	NONSATD
193	NONSATD
194	DESIGN
195	NONSATD
196	NONSATD
197	NONSATD
198	NONSATD
199	NONSATD
200	NONSATD
201	NONSATD
202	NONSATD
203	NONSATD
204	NONSATD
205	NONSATD
206	NONSATD
207	NONSATD
208	NONSATD
209	NONSATD
210	NONSATD
211	NONSATD
212	NONSATD
213	NONSATD
214	NONSATD
215	NONSATD
216	NONSATD
217	NONSATD
218	DEFECT
219	NONSATD
220	TEST
221	IMPLEMENTATION
222	NONSATD
223	NONSATD
224	NONSATD
225	DESIGN
226	NONSATD
227	IMPLEMENTATION
228	NONSATD
229	NONSATD
230	NONSATD
231	NONSATD
232	NONSATD
233	DESIGN
234	NONSATD
235	NONSATD
236	DESIGN
237	DESIGN
238	DEFECT
239	IMPLEMENTATION
240	DESIGN
241	NONSATD
242	NONSATD
243	DESIGN
244	IMPLEMENTATION
245	IMPLEMENTATION
246	IMPLEMENTATION
247	DEFECT
248	NONSATD
249	NONSATD
250	NONSATD
251	NONSATD
252	NONSATD
253	NONSATD
254	NONSATD
255	NONSATD
256	NONSATD
257	DESIGN
258	DOCUMENTATION
259	DOCUMENTATION
260	DOCUMENTATION
261	DOCUMENTATION
262	DOCUMENTATION
263	DOCUMENTATION
264	NONSATD
265	DESIGN
266	DESIGN
267	NONSATD
268	NONSATD
269	DESIGN
270	NONSATD
271	NONSATD
272	NONSATD
273	NONSATD
274	IMPLEMENTATION
275	NONSATD
276	IMPLEMENTATION
277	DESIGN
278	NONSATD
279	DESIGN
280	NONSATD
281	NONSATD
282	NONSATD
283	DEFECT
284	IMPLEMENTATION
285	NONSATD
286	IMPLEMENTATION
287	NONSATD
288	NONSATD
289	DESIGN
290	DESIGN
291	DESIGN
292	DESIGN
293	IMPLEMENTATION
294	DOCUMENTATION
295	NONSATD
296	NONSATD
297	NONSATD
298	DESIGN
299	NONSATD
300	DESIGN
301	NONSATD
302	NONSATD
303	NONSATD
304	DEFECT
305	NONSATD
306	NONSATD
307	DEFECT
308	DESIGN
309	NONSATD
310	DESIGN
311	DESIGN
312	DESIGN
313	NONSATD
314	IMPLEMENTATION
315	NONSATD
316	DESIGN
317	DEFECT
318	DEFECT
319	DESIGN
320	DESIGN
321	NONSATD
322	NONSATD
323	NONSATD
324	NONSATD
325	NONSATD
326	NONSATD
327	NONSATD
328	NONSATD
329	NONSATD
330	IMPLEMENTATION
331	DESIGN
332	NONSATD
333	NONSATD
334	NONSATD
335	NONSATD
336	NONSATD
337	NONSATD
338	NONSATD
339	NONSATD
340	NONSATD
341	NONSATD
342	NONSATD
343	NONSATD
344	NONSATD
345	NONSATD
346	NONSATD
347	IMPLEMENTATION
348	NONSATD
349	NONSATD
350	IMPLEMENTATION
351	IMPLEMENTATION
352	NONSATD
353	NONSATD
354	NONSATD
355	NONSATD
356	NONSATD
357	NONSATD
358	NONSATD
359	NONSATD
360	NONSATD
361	NONSATD
362	NONSATD
363	NONSATD
364	NONSATD
365	NONSATD
366	NONSATD
367	IMPLEMENTATION
368	NONSATD
369	DESIGN
370	NONSATD
371	NONSATD
372	NONSATD
373	IMPLEMENTATION
374	NONSATD
375	NONSATD
376	NONSATD
377	NONSATD
378	NONSATD
379	NONSATD
380	NONSATD
381	NONSATD
382	NONSATD
383	NONSATD
384	DESIGN
385	NONSATD
386	NONSATD
387	NONSATD
388	NONSATD
389	NONSATD
390	NONSATD
391	NONSATD
392	NONSATD
393	NONSATD
394	NONSATD
395	NONSATD
396	NONSATD
397	NONSATD
398	NONSATD
399	NONSATD
400	NONSATD
401	NONSATD
402	NONSATD
403	NONSATD
404	NONSATD
405	NONSATD
406	NONSATD
407	NONSATD
408	NONSATD
409	NONSATD
410	NONSATD
411	NONSATD
412	NONSATD
413	NONSATD
414	NONSATD
415	NONSATD
416	NONSATD
417	NONSATD
418	NONSATD
419	NONSATD
420	NONSATD
421	NONSATD
422	NONSATD
423	NONSATD
424	NONSATD
425	NONSATD
426	NONSATD
