index	prediction
0	NONSATD
1	NONSATD
2	NONSATD
3	DEFECT
4	NONSATD
5	DEFECT
6	NONSATD
7	NONSATD
8	NONSATD
9	NONSATD
10	NONSATD
11	NONSATD
12	DESIGN
13	NONSATD
14	NONSATD
15	NONSATD
16	DESIGN
17	DESIGN
18	DESIGN
19	DESIGN
20	DESIGN
21	DESIGN
22	DESIGN
23	DESIGN
24	DESIGN
25	DESIGN
26	NONSATD
27	DESIGN
28	NONSATD
29	NONSATD
30	NONSATD
31	NONSATD
32	NONSATD
33	NONSATD
34	DESIGN
35	NONSATD
36	NONSATD
37	NONSATD
38	NONSATD
39	NONSATD
40	NONSATD
41	NONSATD
42	NONSATD
43	NONSATD
44	NONSATD
45	NONSATD
46	NONSATD
47	NONSATD
48	DOCUMENTATION
49	IMPLEMENTATION
50	NONSATD
51	NONSATD
52	DESIGN
53	NONSATD
54	NONSATD
55	NONSATD
56	NONSATD
57	DOCUMENTATION
58	DOCUMENTATION
59	DOCUMENTATION
60	NONSATD
61	NONSATD
62	NONSATD
63	NONSATD
64	DEFECT
65	DESIGN
66	NONSATD
67	NONSATD
68	DESIGN
69	NONSATD
70	IMPLEMENTATION
71	DESIGN
72	NONSATD
73	NONSATD
74	NONSATD
75	DEFECT
76	DEFECT
77	DESIGN
78	DESIGN
79	DESIGN
80	DESIGN
81	NONSATD
82	NONSATD
83	DESIGN
84	NONSATD
85	DESIGN
86	NONSATD
87	DESIGN
88	NONSATD
89	NONSATD
90	NONSATD
91	NONSATD
92	NONSATD
93	NONSATD
94	NONSATD
95	DESIGN
96	NONSATD
97	NONSATD
98	DESIGN
99	DESIGN
100	NONSATD
101	DESIGN
102	IMPLEMENTATION
103	IMPLEMENTATION
104	DESIGN
105	NONSATD
106	NONSATD
107	DEFECT
108	NONSATD
109	NONSATD
110	DESIGN
111	NONSATD
112	DESIGN
113	NONSATD
114	NONSATD
115	DESIGN
116	DESIGN
117	DESIGN
118	DESIGN
119	NONSATD
120	DEFECT
121	NONSATD
122	DESIGN
123	NONSATD
124	NONSATD
125	NONSATD
126	DESIGN
127	IMPLEMENTATION
128	NONSATD
129	NONSATD
130	IMPLEMENTATION
131	DEFECT
132	IMPLEMENTATION
133	DEFECT
134	DESIGN
135	TEST
136	DESIGN
137	NONSATD
138	IMPLEMENTATION
139	IMPLEMENTATION
140	NONSATD
141	IMPLEMENTATION
142	DOCUMENTATION
143	IMPLEMENTATION
144	DESIGN
145	NONSATD
146	NONSATD
147	NONSATD
148	NONSATD
149	NONSATD
150	NONSATD
151	NONSATD
152	NONSATD
153	NONSATD
154	NONSATD
155	NONSATD
156	DEFECT
157	NONSATD
158	DESIGN
159	NONSATD
160	DESIGN
161	DESIGN
162	DESIGN
163	DESIGN
164	DESIGN
165	NONSATD
166	NONSATD
167	IMPLEMENTATION
168	NONSATD
169	NONSATD
170	NONSATD
171	DESIGN
172	NONSATD
173	NONSATD
174	NONSATD
175	NONSATD
176	NONSATD
177	NONSATD
178	DEFECT
179	NONSATD
180	DESIGN
181	NONSATD
182	NONSATD
183	DESIGN
184	NONSATD
185	NONSATD
186	NONSATD
187	NONSATD
188	NONSATD
189	NONSATD
190	NONSATD
191	NONSATD
192	NONSATD
193	NONSATD
194	DESIGN
195	NONSATD
196	NONSATD
197	NONSATD
198	NONSATD
199	DESIGN
200	DESIGN
201	DESIGN
202	DESIGN
203	NONSATD
204	IMPLEMENTATION
205	NONSATD
206	IMPLEMENTATION
207	IMPLEMENTATION
208	IMPLEMENTATION
209	NONSATD
210	DESIGN
211	NONSATD
212	DESIGN
213	NONSATD
214	NONSATD
215	NONSATD
